,UserID,Item1,Item2,bitClassification
91,3333,37,366,0
92,2822,2538,1486,1
93,1967,1323,2701,1
94,5568,129,433,0
95,931,1856,734,1
96,3471,3600,780,0
97,85,405,3216,0
98,1133,562,986,1
99,949,1611,1874,0
100,4723,1332,1227,1
101,2650,500,781,0
102,1303,1331,1109,1
103,439,2261,2935,1
104,4627,420,2032,0
105,5163,1304,1438,1
106,2223,2380,1079,1
107,357,2246,1212,0
108,129,1679,2993,1
109,4525,3390,3118,1
110,2177,1622,3216,0
111,5312,237,1662,1
112,4714,2731,1748,0
113,3874,2764,3651,1
114,655,2603,3616,0
115,4955,258,290,1
116,5698,915,2410,1
117,1375,3321,2935,0
118,5484,104,50,0
119,5492,1507,2587,1
120,3854,995,3151,1
121,1158,2697,320,1
122,4296,3008,1607,1
123,113,1707,1608,0
124,4966,1333,2407,1
125,2591,18,788,0
126,361,2586,550,0
127,3344,242,1986,1
128,1413,1096,726,1
129,987,540,2282,1
130,4848,320,2254,0
131,4655,2138,2080,0
132,5844,3008,1240,0
133,1393,3433,1904,0
134,1872,2430,548,0
135,6023,2320,307,1
136,5972,1630,641,1
137,694,641,2270,0
138,3028,2272,3154,1
139,1207,1253,2816,0
140,2041,1584,1095,1
141,2400,3532,2590,0
142,3989,2582,1594,1
143,2323,3346,1577,0
144,514,2520,1068,0
145,5975,2624,673,1
146,3982,114,1708,0
147,3927,885,731,0
148,2290,2241,1982,0
149,2071,1096,2998,1
150,2447,3595,1880,0
151,448,3299,50,1
152,1242,3574,1589,0
153,2507,473,3072,0
154,571,127,3020,0
155,5505,2531,1869,1
156,4137,1595,1094,0
157,5135,3301,2796,0
158,256,463,1253,1
159,935,1693,3581,0
160,4439,3652,1444,0
161,4102,3408,2379,0
162,1863,1639,838,0
163,4236,1230,2002,0
164,5893,2410,2518,0
165,2683,3367,1653,1
166,2544,1529,675,0
167,961,127,1338,0
168,2562,1271,1862,0
169,5389,102,1614,0
170,5838,2664,81,0
171,583,3037,3163,1
172,4368,1669,1707,1
173,5054,3675,3154,1
174,2248,2012,914,0
175,2339,3549,2233,1
176,1178,1095,2353,0
177,2518,284,1708,1
178,4026,302,3342,0
179,4833,2013,1053,0
180,3500,1146,2625,0
181,2455,1611,842,0
182,2624,199,1886,1
183,2427,1128,2661,0
184,1643,175,1661,1
185,4210,1617,1708,1
186,4734,2557,3240,0
187,1940,532,2453,0
188,5454,463,1190,1
189,1215,782,647,0
190,733,406,308,0
191,1673,3544,2433,0
192,5914,2039,2863,0
193,2037,1172,557,1
194,2152,3672,57,1
195,6036,199,367,0
196,681,565,652,0
197,4444,3207,241,1
198,4607,1994,3678,1
199,5834,2020,1577,1
200,5778,3238,337,0
201,3262,2083,507,1
202,2405,2566,3309,1
203,5411,2971,2408,1
204,3208,3145,2462,0
205,2348,1695,925,0
206,3044,192,366,0
207,3540,3104,838,1
208,5133,512,1833,1
209,2619,2595,453,1
210,446,366,1708,0
211,4719,1862,1307,1
212,2006,700,3635,1
213,3151,3005,3431,1
214,1016,1642,2681,0
215,5884,2524,1263,0
216,2137,1522,1117,1
217,3546,3402,2430,1
218,4298,1310,3605,1
219,5149,3040,2983,1
220,1276,3126,2285,0
221,3881,1536,2431,1
222,4085,2673,42,1
223,1302,3335,1784,1
224,2409,1003,73,1
225,3766,361,1546,0
226,801,2282,2524,1
227,2458,2282,678,0
228,4629,1907,3598,1
229,3687,1218,2913,0
230,2984,2102,1706,0
231,2328,2459,3335,1
232,5169,1829,2752,0
233,481,948,383,0
234,2307,964,1631,0
235,1002,240,2530,0
236,3525,2400,2379,0
237,1253,641,2397,0
238,2075,313,2452,0
239,3520,884,269,0
240,3681,3435,400,0
241,3618,1357,821,1
242,5714,2324,828,0
243,2151,1931,2110,1
244,4919,1487,1011,0
245,4174,447,2697,1
246,3242,47,1253,1
247,5032,161,3666,1
248,1580,1828,3635,1
249,3111,406,2419,0
250,5350,2897,634,1
251,1129,3390,265,1
252,2147,1069,287,1
253,4855,1164,2019,1
254,415,909,1669,1
255,489,2774,2780,1
256,891,3373,1388,0
257,275,2899,986,0
258,1763,3532,1234,1
259,1829,734,1749,1
260,1257,2656,1872,0
261,3882,841,3695,0
262,137,2102,2419,0
263,17,3689,2812,0
264,4023,948,1953,1
265,1843,313,1642,0
266,643,2458,1117,0
267,5225,2983,1802,1
268,5106,1331,213,0
269,4622,1360,2901,0
270,5851,431,1041,1
271,2563,1290,3069,1
272,1850,337,1371,1
273,4517,3005,405,1
274,3544,919,2183,0
275,660,2211,3523,1
276,2966,1214,647,1
277,5765,3640,2931,1
278,289,3223,1338,1
279,2884,3595,1670,1
280,4094,3652,1053,0
281,2336,876,3635,1
282,5130,1723,2919,0
283,827,2996,1961,1
284,1622,602,587,0
285,3011,127,2582,0
286,2789,639,3023,1
287,1134,699,2560,1
288,351,569,2058,1
289,1851,3062,1095,1
290,2069,632,3079,0
291,5140,736,967,1
292,5739,2110,125,1
293,5653,2993,574,0
294,1641,1253,3146,0
295,1386,1766,479,0
296,3584,2491,476,0
297,5561,1075,406,1
298,5943,3117,76,0
299,5364,2445,2467,0
300,1338,3180,1019,1
301,4839,1522,1210,1
302,4028,2490,2718,0
303,3409,471,2440,0
304,2,3288,2453,1
305,4875,1856,580,0
306,5953,3124,3666,0
307,2039,2112,846,0
308,4736,1078,3112,1
309,1470,1892,3666,0
310,1518,1874,266,1
311,4640,2609,3062,1
312,671,2748,1310,1
313,5470,857,59,0
314,304,52,1601,0
315,396,261,3069,1
316,4760,726,1308,0
317,5269,3666,1190,0
318,981,2282,1996,1
319,4947,329,3618,1
320,560,3249,3567,0
321,1579,773,1037,1
322,3581,1900,1891,0
323,1301,1577,122,0
324,445,3086,3684,1
325,5747,3398,638,1
326,2774,3697,641,1
327,5488,222,3668,1
328,1232,1849,3476,0
329,2181,2386,1492,0
330,3586,2518,6,1
331,4793,1502,3062,1
332,4822,423,161,1
333,3698,1618,1768,1
334,2577,1350,2862,1
335,1390,263,2604,1
336,472,1557,3238,0
337,5768,2911,1172,0
338,1055,679,91,1
339,3919,25,3532,1
340,3178,3337,2407,1
341,4007,1661,1630,0
342,5013,1538,318,1
343,3386,773,1809,1
344,2742,320,2058,0
345,4421,249,60,1
346,3198,2400,1424,0
347,5613,2262,1910,0
348,2466,2141,918,1
349,3798,3666,948,0
350,5062,3392,3405,1
351,5196,15,2512,0
352,5799,2102,3238,0
353,354,614,340,1
354,5381,2407,2815,1
355,1404,1694,542,0
356,1330,1620,3239,0
357,2909,1241,354,0
358,5996,1402,3334,1
359,1776,2602,734,0
360,5000,840,1319,0
361,3816,358,2760,0
362,1791,1975,1654,1
363,2257,1332,3392,1
364,3983,3625,582,0
365,3136,1800,383,1
366,4942,1439,3576,1
367,5907,3217,3155,1
368,5170,926,3150,0
369,3990,405,3214,1
370,104,3267,2850,0
371,2446,3666,3249,0
372,2623,3671,2099,1
373,426,1099,1584,1
374,796,1642,3127,0
375,5532,3142,3398,1
376,2512,18,1524,1
377,3486,406,388,0
378,5115,1872,1670,0
379,808,3668,1639,1
380,4438,3669,127,1
381,4121,948,2643,0
382,1835,2432,948,1
383,118,2220,2047,0
384,3342,1002,838,1
385,2802,319,448,0
386,3634,1546,736,1
387,586,2534,1642,1
388,6019,1037,1034,0
389,2109,925,2987,0
390,3974,1535,1729,1
391,1040,776,557,1
392,3063,1112,2080,0
393,2480,3687,6,1
394,1933,1931,540,1
395,353,2246,606,1
396,2525,1062,2830,1
397,2638,2318,2407,1
398,3361,1439,129,1
399,2093,1078,2772,1
400,1391,3476,1630,1
401,1825,1348,1553,1
402,52,538,833,0
403,2482,621,3373,1
404,1298,2777,767,0
405,1467,421,926,1
406,3942,1144,520,0
407,5161,2914,743,1
408,2814,3614,85,1
409,754,3407,2010,1
410,5297,3694,3522,1
411,2132,3018,2375,1
412,1354,2587,838,0
413,747,359,222,0
414,2724,1086,1657,0
415,5373,565,512,0
416,410,37,833,0
417,2981,3091,2257,1
418,1537,152,2815,1
419,1201,299,1341,0
420,4186,775,222,0
421,661,3418,218,0
422,3484,313,1304,1
423,3677,1596,1661,1
424,4878,1831,1486,1
425,2095,2909,533,0
426,648,3541,2889,0
427,1154,2814,814,1
428,5563,3090,334,0
429,2628,3023,1603,1
430,4379,1224,1323,0
431,2417,261,2570,1
432,739,3689,50,0
433,3282,2936,3652,1
434,267,2379,1486,0
435,2255,1900,669,0
436,2861,1611,391,0
437,5316,261,2934,0
438,665,2660,1953,1
439,1674,538,2919,0
440,5686,2993,1876,0
441,5784,249,2830,1
442,1533,3018,3178,0
443,698,602,405,1
444,813,2167,3381,1
445,1619,2682,3523,1
446,3997,2577,220,1
447,1646,3346,1695,0
448,551,1584,2959,1
449,5553,2075,2353,1
450,142,2353,1883,1
451,2825,1176,428,1
452,4179,1151,1553,1
453,3878,297,2121,1
454,4252,538,8,0
455,230,1876,2380,1
456,5203,2806,1338,1
457,793,639,2448,0
458,877,3346,565,1
459,2515,2936,874,0
460,3805,601,698,0
461,3457,558,29,1
462,3968,3119,3687,1
463,2866,2458,1883,1
464,4263,2445,1784,0
465,5565,3231,2384,1
466,33,299,1310,0
467,2292,634,3130,0
468,5924,1986,2907,0
469,1408,2592,3214,0
470,3013,1900,1693,0
471,5673,3523,1524,0
472,5093,1759,782,0
473,1557,241,60,1
474,4647,3523,3209,0
475,147,538,1884,1
476,1650,3321,29,0
477,4486,2411,1037,1
478,2010,924,3118,1
479,3022,840,2333,0
480,246,2812,2088,1
481,2924,1934,1344,1
482,93,1268,3224,1
483,4729,1397,2246,1
484,522,2246,2333,0
485,2416,2681,299,1
486,3142,3062,279,0
487,1454,405,433,0
488,1022,1439,676,1
489,4318,42,3223,1
490,220,859,2261,1
491,2060,931,1743,1
492,3759,1629,3675,0
493,467,1381,49,0
494,2729,170,3144,0
495,1977,28,675,0
496,2998,3554,2656,1
497,5865,1099,3137,0
498,3034,734,1113,0
499,4461,2673,698,0
500,546,3618,3084,0
501,791,647,2462,1
502,1884,2422,3106,0
503,4542,1,1996,0
504,480,2935,1006,0
505,4868,3301,313,1
506,1185,2043,2102,1
507,4561,678,1,1
508,861,803,1914,0
509,2509,3604,3423,0
510,4462,1642,795,0
511,5412,580,3299,0
512,5435,299,2380,0
513,1167,4,1807,1
514,2777,3150,2333,0
515,2494,585,1387,0
516,3273,195,625,1
517,4062,3476,3187,0
518,770,161,2218,0
519,1326,2842,1071,1
520,189,3528,3198,1
521,1443,1361,3145,1
522,2618,1167,3587,1
523,688,307,3274,1
524,3833,2865,3263,1
525,3072,3165,1183,1
526,547,3224,2824,0
527,3637,707,313,1
528,3370,1221,90,1
529,263,1733,2333,1
530,339,3344,1183,0
531,2045,3163,2908,0
532,1340,2697,2643,1
533,4951,2744,3427,1
534,203,3564,1040,1
535,4078,1,564,0
536,1437,2493,2382,0
537,5401,2135,3575,1
538,5832,3373,155,0
539,2249,645,2090,0
540,3113,135,531,0
541,3189,1965,3062,1
542,3740,721,405,1
543,4010,1099,3159,0
544,4501,733,2470,0
545,3315,2631,2846,1
546,550,2934,782,1
547,2529,2422,3621,0
548,1553,1594,233,1
549,920,1642,401,0
550,2938,2953,1886,0
551,5409,2491,2628,0
552,4141,406,745,0
553,5294,281,706,0
554,3420,1784,1253,1
555,1826,1095,1132,0
556,2699,1723,405,1
557,3799,3224,2272,0
558,4707,1831,2696,0
559,1937,1040,1394,1
560,1049,2102,1348,0
561,2759,2431,3246,0
562,3476,3392,2401,1
563,3440,2977,1748,1
564,3078,647,1095,1
565,4710,3652,1436,1
566,1255,1253,299,1
567,792,2621,530,0
568,393,2357,3174,1
569,1678,2491,699,0
570,757,2211,25,1
571,4194,575,1632,0
572,2271,535,307,1
573,5117,218,2524,1
574,4794,213,1742,0
575,1046,299,3154,0
576,2049,85,814,1
577,2473,3335,2524,1
578,4787,838,2810,0
579,3744,2444,400,0
580,1614,1972,1692,0
581,4570,3545,406,1
582,561,2329,3681,1
583,1314,115,3652,1
584,1283,647,2149,0
585,3827,684,2445,1
586,3945,408,405,0
587,5754,1621,494,0
588,2244,877,406,1
589,5290,1518,1131,1
590,1570,3091,3197,0
591,3567,2507,1253,1
592,302,50,3390,1
593,2144,1253,1683,1
594,966,1066,3631,1
595,1349,3003,1759,1
596,5957,3069,241,1
597,2403,2013,2895,0
598,3648,72,1307,1
599,2747,247,331,1
600,3168,254,1396,0
601,2281,2993,1253,0
602,3782,2815,2956,0
603,4766,1285,11,0
604,2713,1331,369,0
605,5804,3180,1565,0
606,2667,318,473,1
607,1747,436,2717,0
608,878,1900,2740,0
609,5710,3494,3299,0
610,3582,279,1698,1
611,231,1095,1784,0
612,1029,3476,3145,0
613,3580,2256,2730,1
614,3564,1584,1338,1
615,2108,1694,1707,1
616,3761,3652,1071,0
617,3160,1244,2984,1
618,3416,2010,1503,1
619,1246,1650,2892,1
620,3363,2028,2447,0
621,762,1400,195,1
622,1114,200,896,1
623,968,1015,2392,1
624,2133,1006,2455,0
625,4044,773,1183,1
626,636,3089,2386,1
627,2324,3705,122,1
628,4638,247,1524,0
629,2756,49,3408,0
630,5445,241,81,0
631,1428,3015,3523,1
632,849,588,2493,0
633,1370,3172,2744,1
634,2901,641,3346,0
635,5189,843,3195,1
636,1135,3354,308,0
637,2406,895,2282,1
638,3489,1828,1993,0
639,3600,1557,287,1
640,3239,736,1810,0
641,2780,127,1190,0
642,2471,2475,2876,0
643,2688,1252,1175,1
644,5658,3018,199,1
645,1202,575,2797,0
646,3441,884,694,0
647,2013,1698,891,0
648,4898,1373,3604,1
649,2595,2326,1879,0
650,2020,3317,1556,1
651,5328,1318,2483,0
652,2452,2560,779,1
653,4852,1972,361,1
654,1486,1835,463,1
655,5213,1360,1337,0
656,3617,2257,1869,0
657,5723,14,1200,1
658,4314,1772,432,0
659,832,1502,168,0
660,4946,305,977,0
661,4043,1062,2154,0
662,2304,723,3605,1
663,1745,406,1238,0
664,2439,196,1659,1
665,3372,406,3694,0
666,4933,1528,2357,0
667,883,2772,25,0
668,5973,226,884,0
669,5560,2672,204,1
670,5880,21,108,0
671,180,1662,3137,0
672,3137,1924,535,1
673,3220,2433,3062,1
674,1403,587,359,1
675,5570,1330,2985,1
676,5021,1849,2901,0
677,1076,3367,447,1
678,2112,2099,2824,0
679,250,281,3676,0
680,345,2304,1424,1
681,2579,3461,2453,0
682,5475,1083,780,0
683,122,2246,2167,0
684,2573,366,1910,0
685,4603,1953,3666,1
686,2337,1502,3228,1
687,3883,3297,2450,1
688,3649,1777,1278,0
689,5999,2794,1203,1
690,4204,1522,2445,1
691,3686,2110,2718,0
692,5374,557,1993,0
693,2083,1283,1492,1
694,6027,2134,1693,1
695,2252,425,21,1
696,1412,3062,2793,0
697,787,308,2491,0
698,3403,2013,1338,0
699,4329,1810,405,1
700,280,3432,2940,1
701,5045,320,1476,0
702,3389,3334,3267,0
703,2589,449,648,0
704,4720,361,775,1
705,5654,3685,3093,0
706,1965,1136,405,1
707,5080,2425,71,0
708,5939,3393,1167,0
709,4882,2901,87,1
710,4695,1503,1784,0
711,3602,1972,2249,1
712,3281,1896,3681,0
713,4845,2862,2401,1
714,3300,935,838,1
715,934,1630,161,1
716,5267,2688,2211,1
717,5770,1328,1173,1
718,4837,3533,1162,1
719,4353,2396,2741,1
720,3994,2357,222,0
721,3182,324,2453,1
722,115,3533,602,0
723,1102,3075,697,0
724,790,3118,1107,0
725,2903,2927,557,1
726,4254,645,3333,0
727,2829,408,1094,0
728,5805,3392,199,0
729,5029,32,2564,1
730,487,772,3235,1
731,912,2192,2298,0
732,266,2043,287,1
733,674,2401,654,0
734,486,3128,3571,1
735,4095,1677,2517,0
736,3493,423,2908,0
737,1321,2524,369,1
738,2710,313,226,1
739,3210,2282,656,0
740,5321,2256,3433,1
741,3578,2862,3098,0
742,479,135,3405,0
743,3904,3035,1618,1
744,2682,3370,1784,0
745,2091,2175,296,0
746,3421,2457,2333,1
747,886,2744,408,1
748,4361,1053,1319,1
749,2992,3587,2141,1
750,4914,3334,2803,0
751,4518,499,899,0
752,1427,1879,25,1
753,2371,3314,2815,1
754,3490,3329,405,1
755,4895,2524,379,0
756,2499,3664,641,1
757,992,2211,3142,0
758,1676,3349,3407,0
759,1773,532,2762,0
760,2840,976,1833,1
761,3791,433,2868,1
762,497,2386,1037,1
763,6017,2899,814,1
764,554,2344,435,1
765,2392,1642,1350,0
766,2407,2058,3528,0
767,1278,2633,1419,1
768,1248,3284,3263,1
769,3815,931,2889,0
770,5138,3700,102,1
771,4686,2458,863,0
772,5457,405,1175,0
773,3562,2744,307,1
774,3558,634,3687,1
775,2862,1392,1653,0
776,2769,3605,1589,0
777,4373,2394,404,0
778,431,2263,1555,0
779,4414,3571,3398,0
780,401,3003,3268,0
781,5622,3492,37,1
782,558,18,160,0
783,4478,281,277,0
784,5250,688,3062,1
785,2474,3106,2751,1
786,4891,2135,1380,1
787,300,676,1926,1
788,245,1002,119,1
789,3745,3174,814,1
790,2353,862,2029,1
791,443,1394,3155,0
792,2902,710,3159,0
793,2746,3240,2174,0
794,3097,1886,1630,1
795,5273,352,249,0
796,5067,3555,1019,1
797,617,2374,1502,0
798,5678,2832,2830,0
799,1649,1698,857,0
800,5966,286,876,1
801,5646,1566,3289,1
802,1860,943,8,1
803,4427,1371,270,1
804,2946,2888,3240,0
805,515,734,3006,1
806,932,3523,2643,0
807,5694,1900,1608,0
808,124,1071,274,1
809,5759,1252,2491,1
810,4771,1760,3631,0
811,1479,751,56,0
812,3134,2794,727,1
813,4861,405,2268,0
814,1960,2959,406,1
815,4448,645,1758,1
816,805,2901,349,1
817,1577,127,2101,0
818,3917,2611,305,1
819,5762,1536,3490,0
820,744,1611,517,0
821,3573,1011,2164,0
822,3620,1068,3436,0
823,1895,874,582,0
824,6038,3522,1975,0
825,174,3523,349,0
826,3535,3091,918,0
827,4625,3604,2570,1
828,5264,1772,3007,1
829,81,3064,3575,1
830,3009,358,3035,0
831,4416,644,213,0
832,5500,3066,1253,1
833,1712,1438,120,0
834,2414,3635,4,0
835,3132,697,3036,1
836,5773,2646,278,1
837,4276,1732,37,1
838,5883,2783,183,0
839,1069,2187,1187,0
840,1468,231,290,1
841,3429,3634,557,1
842,662,3365,57,0
843,3623,3353,2682,0
844,3217,901,1254,0
845,1426,980,3645,0
846,2817,2704,1835,0
847,1039,3335,2898,1
848,2205,2578,2740,0
849,761,773,1,0
850,1583,320,3009,1
851,6014,240,988,0
852,3519,189,3112,1
853,3498,397,3337,0
854,1104,2625,1352,1
855,2694,2312,1595,1
856,5059,477,1953,1
857,4815,772,1743,1
858,5437,3614,2803,1
859,2179,698,3032,1
860,2117,277,542,1
861,3088,2182,278,0
862,15,2,1339,1
863,5066,2495,507,0
864,1608,2830,433,0
865,4434,2681,2530,0
866,5504,2016,761,0
867,1973,2883,1907,1
868,4009,2393,370,1
869,3437,2707,840,1
870,693,2291,2614,1
871,47,449,3150,0
872,1677,3449,2335,1
873,2858,1729,3028,1
874,3857,325,3489,0
875,1708,2582,281,0
876,227,1342,2861,1
877,2364,1653,967,0
878,3375,2971,859,0
879,1762,339,1872,1
880,4943,3041,164,1
881,3277,2458,1308,0
882,946,1910,102,0
883,382,1506,2524,1
884,4380,3497,2830,1
885,537,1376,405,1
886,1827,1075,1629,0
887,2586,629,299,1
888,2092,377,3701,1
889,3696,3687,3113,1
890,3381,2765,406,1
891,3394,3246,1130,0
892,3670,1272,775,1
893,2033,1688,1832,1
894,3664,1331,1810,0
895,5073,1775,1175,1
896,4202,2455,2192,0
897,3739,1690,2335,0
898,2796,2049,3207,1
899,1609,733,772,0
900,4700,2524,1595,0
901,1261,2263,3249,0
902,4086,736,3238,1
903,43,2138,1889,0
904,799,479,2390,1
905,4922,343,2936,1
906,3431,353,287,1
907,3153,40,1729,0
908,3446,2890,2273,1
909,1918,3430,1934,0
910,2874,1739,2962,0
911,5252,924,2946,1
912,5846,3668,3349,1
913,4849,1690,2005,0
914,4597,213,1794,0
915,5891,2518,287,1
916,3128,2669,1162,1
917,1938,3523,2006,0
918,3762,1253,491,0
919,5036,193,3072,1
920,2945,1614,1712,0
921,5580,1344,2446,0
922,3101,2246,1068,1
923,4103,3500,2320,0
924,6030,1448,3461,1
925,704,1900,85,0
926,1901,178,2636,0
927,128,538,1594,0
928,4336,3240,1153,0
929,5968,628,2257,1
930,5494,2375,3576,1
931,3329,2462,634,0
932,721,3118,323,0
933,205,2016,1914,0
934,4096,1956,1112,0
935,2022,2793,3365,1
936,5743,1026,1342,0
937,1132,1677,1994,0
938,4110,451,840,1
939,343,3477,241,1
940,1689,976,3605,1
941,2287,2381,473,1
942,2036,1234,1040,1
943,816,473,3079,0
944,4476,710,1848,1
945,2775,14,220,1
946,2951,3392,2012,0
947,3529,676,2009,1
948,2148,1481,1338,1
949,2116,85,1253,1
950,54,1760,738,0
951,3340,1502,3500,1
952,4287,3352,2246,0
953,2658,2587,2032,0
954,629,240,2640,0
955,66,3576,240,0
956,2776,109,290,1
957,5863,2936,3423,1
958,109,2789,1684,0
959,594,1965,405,1
960,4818,1253,2936,0
961,72,409,2458,1
962,5954,3365,2238,0
963,3688,779,959,1
964,3597,8,2409,1
965,1571,301,91,0
966,4512,2803,1229,0
967,4879,2878,3335,1
968,247,1594,724,0
969,690,3295,880,1
970,170,2638,3175,1
971,5349,602,653,0
972,179,2760,639,1
973,37,2401,1071,1
974,2419,3295,1281,1
975,1768,1304,1068,0
976,1487,1431,1091,0
977,2492,60,274,0
978,2367,1926,87,0
979,2608,2056,2372,0
980,192,2396,2407,1
981,3552,2712,986,1
982,1562,1752,759,0
983,810,161,1424,0
984,416,2025,988,1
985,3796,1335,1287,1
986,663,2798,3549,0
987,5726,299,531,0
988,5983,18,1886,1
989,1153,133,3197,0
990,5405,3573,1784,1
991,5587,406,299,0
992,1549,814,3061,0
993,3647,90,1618,0
994,4371,2032,1781,0
995,3499,1003,2113,0
996,2246,2010,1618,0
997,4050,195,664,1
998,4618,2498,2205,1
999,4645,1953,65,0
1000,3984,894,1857,1
1001,3102,1833,1037,1
1002,4733,2682,2448,0
1003,2398,2326,1907,1
1004,1660,3587,1529,1
1005,5299,466,2419,1
1006,4388,2338,14,1
1007,3501,287,2261,0
1008,2762,1111,2815,1
1009,980,3005,1759,0
1010,5608,57,2590,1
1011,4968,242,361,1
1012,336,738,2324,1
1013,2058,433,2013,1
1014,2413,3234,1,1
1015,1331,3139,1203,1
1016,4054,1380,708,1
1017,4196,1926,506,0
1018,3991,1310,710,1
1019,5839,2453,1685,0
1020,3561,1914,3263,1
1021,2472,2500,3154,0
1022,713,1071,2920,0
1023,178,3058,3016,1
1024,1013,1380,3687,1
1025,3609,126,2226,1
1026,1781,2010,1529,1
1027,5257,2568,1344,1
1028,1910,638,424,0
1029,32,1478,763,0
1030,5997,2487,3145,1
1031,3818,901,3062,0
1032,2121,189,3234,0
1033,1053,3409,3450,0
1034,539,1181,1253,1
1035,5171,575,1397,1
1036,1564,2272,129,1
1037,5685,2222,1319,0
1038,4251,3418,1147,0
1039,1798,1961,2484,1
1040,516,3085,2241,0
1041,4659,1930,3651,1
1042,3400,2913,406,1
1043,2565,428,2073,1
1044,597,2015,1339,1
1045,2541,1715,2165,0
1046,5369,1264,2101,0
1047,3619,408,2443,0
1048,5388,980,3605,1
1049,2661,995,2705,0
1050,4385,2616,1312,1
1051,4774,1872,2938,1
1052,2434,2246,2261,0
1053,4673,938,582,0
1054,5172,1746,1910,1
1055,2807,3118,2407,1
1056,1004,2476,2855,1
1057,4347,1400,412,1
1058,2355,2453,2730,1
1059,879,1348,3666,1
1060,4619,1896,3618,1
1061,1351,1707,3005,1
1062,3454,1397,3263,0
1063,5826,995,131,0
1064,712,1332,2121,0
1065,2442,290,2329,0
1066,1088,3528,682,1
1067,3146,319,2927,0
1068,4504,220,3370,1
1069,1419,1127,2333,1
1070,2656,243,1730,1
1071,4227,52,359,0
1072,705,122,647,0
1073,2115,223,405,1
1074,3154,3273,2381,1
1075,839,2763,2432,1
1076,3378,2400,1360,1
1077,5167,127,2744,0
1078,4447,634,1254,0
1079,2918,1759,1157,0
1080,2218,2744,1669,1
1081,2228,366,541,1
1082,4177,1431,718,0
1083,2081,463,1907,0
1084,3808,3214,1371,0
1085,3937,630,2013,1
1086,6021,189,1061,0
1087,4234,3314,1486,0
1088,1962,1685,2380,1
1089,5595,2659,2379,1
1090,4363,3444,2744,1
1091,5688,301,2409,1
1092,4728,2425,421,0
1093,3849,3128,1702,0
1094,4513,888,2335,1
1095,5751,65,1553,1
1096,73,726,1002,0
1097,501,939,2324,1
1098,4091,1900,1253,1
1099,5268,727,453,0
1100,3965,2606,1529,1
1101,313,1253,1632,0
1102,2906,2380,305,1
1103,4821,42,223,1
1104,3831,512,1828,1
1105,2543,127,1584,0
1106,2610,2411,2382,0
1107,1477,2497,1310,1
1108,4905,2400,2203,0
1109,2404,676,2205,0
1110,5806,2563,1307,0
1111,2090,3429,3391,0
1112,5061,1579,2324,1
1113,5249,1063,2423,1
1114,3337,2102,800,0
1115,3957,1642,1444,0
1116,1680,3017,3023,1
1117,2642,3595,2425,1
1118,5177,1753,3585,1
1119,702,3018,556,0
1120,340,1611,1162,0
1121,954,962,3394,1
1122,3068,2734,127,1
1123,305,3405,542,1
1124,8,3317,3271,1
1125,2513,3559,3566,1
1126,4352,1993,1094,0
1127,5903,178,2705,1
1128,5216,3028,1037,0
1129,397,3545,2985,1
1130,732,2057,564,1
1131,5256,644,2987,1
1132,1395,361,2464,1
